Train_ID,Date,Bogie_Usage_Pct,BrakePad_Usage_Pct,HVAC_Usage_Pct,Motor_Usage_Pct,Average_Usage_Pct,Critical_Components,Priority,Recommendation,Balancing_Score,Age_Factor,Maintenance_Due,Notes
CR108,2024-08-12,35.2,29.7,24.1,32.0,30.2,,Low,Continue_Operation,69.8,0.61,False,Week 23 snapshot - 0 critical components
CR108,2024-08-05,41.7,26.3,27.2,44.4,34.9,,Low,Continue_Operation,65.1,0.59,False,Week 24 snapshot - 0 critical components
CR108,2024-07-29,31.5,23.1,16.0,36.7,26.8,,Low,Continue_Operation,73.2,0.58,False,Week 25 snapshot - 0 critical components
CR108,2024-07-22,35.6,36.1,34.0,42.5,37.0,,Low,Continue_Operation,63.0,0.56,False,Week 26 snapshot - 0 critical components
CR108,2024-07-15,29.5,26.3,37.6,26.6,30.0,,Low,Continue_Operation,70.0,0.54,False,Week 27 snapshot - 0 critical components
CR108,2024-07-08,26.7,31.7,17.9,27.1,25.9,,Low,Continue_Operation,74.1,0.52,False,Week 28 snapshot - 0 critical components
CR108,2024-07-01,34.2,20.1,22.3,45.8,30.6,,Low,Continue_Operation,69.4,0.5,False,Week 29 snapshot - 0 critical components
CR108,2024-06-24,28.1,35.7,16.6,33.6,28.5,,Low,Continue_Operation,71.5,0.48,False,Week 30 snapshot - 0 critical components
CR108,2024-06-17,36.7,20.6,26.2,26.1,27.4,,Low,Continue_Operation,72.6,0.46,False,Week 31 snapshot - 0 critical components
CR108,2024-06-10,23.0,26.1,28.3,41.1,29.6,,Low,Continue_Operation,70.4,0.44,False,Week 32 snapshot - 0 critical components
CR108,2024-06-03,41.1,21.1,28.3,43.6,33.5,,Low,Continue_Operation,66.5,0.42,False,Week 33 snapshot - 0 critical components
CR108,2024-05-27,33.4,30.5,12.6,38.8,28.8,,Low,Continue_Operation,71.2,0.4,False,Week 34 snapshot - 0 critical components
CR108,2024-05-20,39.5,26.8,31.3,30.7,32.1,,Low,Continue_Operation,67.9,0.38,False,Week 35 snapshot - 0 critical components
CR108,2024-05-13,17.7,23.5,33.7,41.7,29.1,,Low,Continue_Operation,70.9,0.36,False,Week 36 snapshot - 0 critical components
CR108,2024-05-06,39.5,36.9,27.2,44.2,36.9,,Low,Continue_Operation,63.1,0.35,False,Week 37 snapshot - 0 critical components
CR108,2024-04-29,28.9,35.9,29.5,21.1,28.9,,Low,Continue_Operation,71.1,0.33,False,Week 38 snapshot - 0 critical components
CR108,2024-04-22,24.8,35.9,11.1,37.1,27.2,,Low,Continue_Operation,72.8,0.31,False,Week 39 snapshot - 0 critical components
CR108,2024-04-15,26.8,23.8,11.5,40.3,25.6,,Low,Continue_Operation,74.4,0.29,False,Week 40 snapshot - 0 critical components
CR108,2024-04-08,32.3,34.5,32.8,33.7,33.3,,Low,Continue_Operation,66.7,0.27,False,Week 41 snapshot - 0 critical components
CR108,2024-04-01,31.2,17.5,32.0,31.0,27.9,,Low,Continue_Operation,72.1,0.25,False,Week 42 snapshot - 0 critical components
CR108,2024-03-25,34.1,25.6,31.4,37.2,32.1,,Low,Continue_Operation,67.9,0.23,False,Week 43 snapshot - 0 critical components
CR108,2024-03-18,27.6,29.1,28.9,18.7,26.1,,Low,Continue_Operation,73.9,0.21,False,Week 44 snapshot - 0 critical components
CR108,2024-03-11,13.0,30.2,10.9,41.3,23.9,,Low,Continue_Operation,76.1,0.19,False,Week 45 snapshot - 0 critical components
CR108,2024-03-04,30.4,23.9,26.3,30.9,27.9,,Low,Continue_Operation,72.1,0.17,False,Week 46 snapshot - 0 critical components
CR108,2024-02-26,28.9,16.2,32.2,19.3,24.2,,Low,Continue_Operation,75.8,0.15,False,Week 47 snapshot - 0 critical components
CR108,2024-02-19,36.4,21.5,15.4,27.8,25.3,,Low,Continue_Operation,74.7,0.13,False,Week 48 snapshot - 0 critical components
CR108,2024-02-12,15.1,28.8,15.2,25.9,21.2,,Low,Continue_Operation,78.8,0.12,False,Week 49 snapshot - 0 critical components
CR108,2024-02-05,23.2,23.6,23.5,32.7,25.8,,Low,Continue_Operation,74.2,0.1,False,Week 50 snapshot - 0 critical components
CR108,2024-01-29,16.1,32.7,12.6,16.8,19.5,,Low,Continue_Operation,80.5,0.08,False,Week 51 snapshot - 0 critical components
CR108,2024-01-22,25.2,19.1,10.0,22.2,19.1,,Low,Continue_Operation,80.9,0.06,False,Week 52 snapshot - 0 critical components
CR109,2025-01-20,28.2,31.1,29.1,49.6,34.5,,Low,Continue_Operation,65.5,1.05,False,Week 0 snapshot - 0 critical components
CR109,2025-01-13,49.4,35.6,23.3,34.2,35.6,,Low,Continue_Operation,64.4,1.04,False,Week 1 snapshot - 0 critical components
CR109,2025-01-06,49.7,46.8,27.9,37.1,40.4,,Medium,Monitor_Closely,59.6,1.02,False,Week 2 snapshot - 0 critical components
CR109,2024-12-30,33.8,46.3,39.2,43.6,40.7,,Medium,Monitor_Closely,59.3,1.0,False,Week 3 snapshot - 0 critical components
CR109,2024-12-23,40.1,33.1,30.9,46.6,37.7,,Low,Continue_Operation,62.3,0.98,False,Week 4 snapshot - 0 critical components
CR109,2024-12-16,44.5,34.2,43.1,44.9,41.7,,Medium,Monitor_Closely,58.3,0.96,False,Week 5 snapshot - 0 critical components
CR109,2024-12-09,32.6,28.6,40.9,44.7,36.7,,Low,Continue_Operation,63.3,0.94,False,Week 6 snapshot - 0 critical components
CR109,2024-12-02,46.7,39.5,20.0,44.0,37.5,,Low,Continue_Operation,62.5,0.92,False,Week 7 snapshot - 0 critical components
CR109,2024-11-25,43.6,33.6,42.8,29.3,37.3,,Low,Continue_Operation,62.7,0.9,False,Week 8 snapshot - 0 critical components
CR109,2024-11-18,34.7,34.1,36.5,37.2,35.6,,Low,Continue_Operation,64.4,0.88,False,Week 9 snapshot - 0 critical components
CR109,2024-11-11,41.4,25.5,33.7,47.9,37.1,,Low,Continue_Operation,62.9,0.86,False,Week 10 snapshot - 0 critical components
CR109,2024-11-04,36.1,38.6,38.3,34.5,36.9,,Low,Continue_Operation,63.1,0.84,False,Week 11 snapshot - 0 critical components
CR109,2024-10-28,42.2,27.3,35.1,37.7,35.6,,Low,Continue_Operation,64.4,0.82,False,Week 12 snapshot - 0 critical components
CR109,2024-10-21,46.5,33.0,38.8,42.8,40.3,,Medium,Monitor_Closely,59.7,0.81,False,Week 13 snapshot - 0 critical components
CR109,2024-10-14,45.9,35.9,35.8,43.9,40.4,,Medium,Monitor_Closely,59.6,0.79,False,Week 14 snapshot - 0 critical components
CR109,2024-10-07,24.4,33.6,20.1,50.2,32.1,,Low,Continue_Operation,67.9,0.77,False,Week 15 snapshot - 0 critical components
CR109,2024-09-30,43.5,31.3,33.9,33.5,35.5,,Low,Continue_Operation,64.5,0.75,False,Week 16 snapshot - 0 critical components
CR109,2024-09-23,33.2,36.2,29.3,40.5,34.8,,Low,Continue_Operation,65.2,0.73,False,Week 17 snapshot - 0 critical components
CR109,2024-09-16,31.6,26.1,30.9,27.6,29.0,,Low,Continue_Operation,71.0,0.71,False,Week 18 snapshot - 0 critical components
CR109,2024-09-09,40.1,32.1,37.0,43.3,38.1,,Low,Continue_Operation,61.9,0.69,False,Week 19 snapshot - 0 critical components
CR109,2024-09-02,35.2,25.5,33.1,49.1,35.7,,Low,Continue_Operation,64.3,0.67,False,Week 20 snapshot - 0 critical components
CR109,2024-08-26,31.5,29.5,21.6,34.6,29.3,,Low,Continue_Operation,70.7,0.65,False,Week 21 snapshot - 0 critical components
CR109,2024-08-19,24.6,31.5,33.2,41.2,32.6,,Low,Continue_Operation,67.4,0.63,False,Week 22 snapshot - 0 critical components
CR109,2024-08-12,42.2,24.0,17.8,46.1,32.5,,Low,Continue_Operation,67.5,0.61,False,Week 23 snapshot - 0 critical components
CR109,2024-08-05,24.9,30.4,38.3,26.9,30.1,,Low,Continue_Operation,69.9,0.59,False,Week 24 snapshot - 0 critical components
CR109,2024-07-29,34.3,25.1,17.2,41.9,29.6,,Low,Continue_Operation,70.4,0.58,False,Week 25 snapshot - 0 critical components
CR109,2024-07-22,31.5,25.9,21.4,32.4,27.8,,Low,Continue_Operation,72.2,0.56,False,Week 26 snapshot - 0 critical components
CR109,2024-07-15,26.7,24.5,16.0,41.4,27.2,,Low,Continue_Operation,72.8,0.54,False,Week 27 snapshot - 0 critical components
CR109,2024-07-08,32.8,32.2,36.1,31.9,33.2,,Low,Continue_Operation,66.8,0.52,False,Week 28 snapshot - 0 critical components
CR109,2024-07-01,39.8,25.5,22.1,37.0,31.1,,Low,Continue_Operation,68.9,0.5,False,Week 29 snapshot - 0 critical components
CR109,2024-06-24,22.9,33.2,15.7,42.7,28.6,,Low,Continue_Operation,71.4,0.48,False,Week 30 snapshot - 0 critical components
CR109,2024-06-17,35.3,19.6,34.3,38.4,31.9,,Low,Continue_Operation,68.1,0.46,False,Week 31 snapshot - 0 critical components
CR109,2024-06-10,34.9,32.0,14.7,36.8,29.6,,Low,Continue_Operation,70.4,0.44,False,Week 32 snapshot - 0 critical components
CR109,2024-06-03,40.6,22.7,35.8,21.5,30.2,,Low,Continue_Operation,69.8,0.42,False,Week 33 snapshot - 0 critical components
CR109,2024-05-27,17.5,32.9,16.0,33.8,25.0,,Low,Continue_Operation,75.0,0.4,False,Week 34 snapshot - 0 critical components
CR109,2024-05-20,33.6,35.2,35.0,39.2,35.7,,Low,Continue_Operation,64.3,0.38,False,Week 35 snapshot - 0 critical components
CR109,2024-05-13,19.7,31.4,21.0,25.5,24.4,,Low,Continue_Operation,75.6,0.36,False,Week 36 snapshot - 0 critical components
CR109,2024-05-06,27.4,33.5,13.4,43.0,29.3,,Low,Continue_Operation,70.7,0.35,False,Week 37 snapshot - 0 critical components
CR109,2024-04-29,29.3,19.6,21.9,38.1,27.2,,Low,Continue_Operation,72.8,0.33,False,Week 38 snapshot - 0 critical components
CR109,2024-04-22,15.8,17.9,14.0,29.7,19.3,,Low,Continue_Operation,80.7,0.31,False,Week 39 snapshot - 0 critical components
CR109,2024-04-15,31.6,23.4,29.2,40.2,31.1,,Low,Continue_Operation,68.9,0.29,False,Week 40 snapshot - 0 critical components
CR109,2024-04-08,22.4,21.8,13.1,35.1,23.1,,Low,Continue_Operation,76.9,0.27,False,Week 41 snapshot - 0 critical components
CR109,2024-04-01,24.0,19.3,26.7,24.0,23.5,,Low,Continue_Operation,76.5,0.25,False,Week 42 snapshot - 0 critical components
CR109,2024-03-25,31.2,24.2,12.1,24.7,23.1,,Low,Continue_Operation,76.9,0.23,False,Week 43 snapshot - 0 critical components
CR109,2024-03-18,22.3,32.0,28.3,21.9,26.1,,Low,Continue_Operation,73.9,0.21,False,Week 44 snapshot - 0 critical components
CR109,2024-03-11,21.6,30.5,27.4,18.1,24.4,,Low,Continue_Operation,75.6,0.19,False,Week 45 snapshot - 0 critical components
CR109,2024-03-04,24.8,26.6,20.1,25.6,24.3,,Low,Continue_Operation,75.7,0.17,False,Week 46 snapshot - 0 critical components
CR109,2024-02-26,35.0,27.7,12.6,41.3,29.1,,Low,Continue_Operation,70.9,0.15,False,Week 47 snapshot - 0 critical components
CR109,2024-02-19,22.1,26.5,9.3,28.0,21.5,,Low,Continue_Operation,78.5,0.13,False,Week 48 snapshot - 0 critical components
CR109,2024-02-12,18.8,14.2,10.5,29.4,18.2,,Low,Continue_Operation,81.8,0.12,False,Week 49 snapshot - 0 critical components
CR109,2024-02-05,35.2,21.9,23.2,21.7,25.5,,Low,Continue_Operation,74.5,0.1,False,Week 50 snapshot - 0 critical components
CR109,2024-01-29,34.3,15.9,25.9,33.6,27.4,,Low,Continue_Operation,72.6,0.08,False,Week 51 snapshot - 0 critical components
CR109,2024-01-22,19.7,29.1,28.7,17.5,23.8,,Low,Continue_Operation,76.2,0.06,False,Week 52 snapshot - 0 critical components
CR110,2025-01-20,30.0,45.3,33.4,48.0,39.2,,Low,Continue_Operation,60.8,1.05,False,Week 0 snapshot - 0 critical components
CR110,2025-01-13,49.5,34.3,38.8,46.4,42.3,,Medium,Monitor_Closely,57.7,1.04,False,Week 1 snapshot - 0 critical components
CR110,2025-01-06,35.8,31.9,33.5,48.2,37.4,,Low,Continue_Operation,62.6,1.02,False,Week 2 snapshot - 0 critical components
CR110,2024-12-30,42.6,31.2,27.3,45.7,36.7,,Low,Continue_Operation,63.3,1.0,False,Week 3 snapshot - 0 critical components
CR110,2024-12-23,34.8,41.9,40.5,30.7,37.0,,Low,Continue_Operation,63.0,0.98,False,Week 4 snapshot - 0 critical components
CR110,2024-12-16,29.6,27.0,26.0,35.0,29.4,,Low,Continue_Operation,70.6,0.96,False,Week 5 snapshot - 0 critical components
CR110,2024-12-09,27.4,45.2,31.2,32.0,34.0,,Low,Continue_Operation,66.0,0.94,False,Week 6 snapshot - 0 critical components
CR110,2024-12-02,24.5,43.9,18.8,39.2,31.6,,Low,Continue_Operation,68.4,0.92,False,Week 7 snapshot - 0 critical components
CR110,2024-11-25,34.5,39.8,21.6,52.2,37.0,,Low,Continue_Operation,63.0,0.9,False,Week 8 snapshot - 0 critical components
CR110,2024-11-18,43.8,27.7,28.9,29.9,32.6,,Low,Continue_Operation,67.4,0.88,False,Week 9 snapshot - 0 critical components
CR110,2024-11-11,29.7,33.2,33.9,49.7,36.6,,Low,Continue_Operation,63.4,0.86,False,Week 10 snapshot - 0 critical components
CR110,2024-11-04,35.9,29.7,38.2,29.6,33.3,,Low,Continue_Operation,66.7,0.84,False,Week 11 snapshot - 0 critical components
CR110,2024-10-28,27.7,36.0,29.8,37.2,32.7,,Low,Continue_Operation,67.3,0.82,False,Week 12 snapshot - 0 critical components
CR110,2024-10-21,41.4,27.7,39.4,51.1,39.9,,Low,Continue_Operation,60.1,0.81,False,Week 13 snapshot - 0 critical components
CR110,2024-10-14,46.3,34.3,38.2,42.5,40.3,,Medium,Monitor_Closely,59.7,0.79,False,Week 14 snapshot - 0 critical components
CR110,2024-10-07,27.3,24.5,29.8,36.7,29.6,,Low,Continue_Operation,70.4,0.77,False,Week 15 snapshot - 0 critical components
CR110,2024-09-30,22.3,40.8,32.2,50.4,36.4,,Low,Continue_Operation,63.6,0.75,False,Week 16 snapshot - 0 critical components
CR110,2024-09-23,23.1,27.5,39.2,49.1,34.7,,Low,Continue_Operation,65.3,0.73,False,Week 17 snapshot - 0 critical components
CR110,2024-09-16,42.9,30.0,37.5,29.2,34.9,,Low,Continue_Operation,65.1,0.71,False,Week 18 snapshot - 0 critical components
CR110,2024-09-09,45.0,30.8,26.3,37.2,34.8,,Low,Continue_Operation,65.2,0.69,False,Week 19 snapshot - 0 critical components
CR110,2024-09-02,20.9,33.2,36.6,45.5,34.1,,Low,Continue_Operation,65.9,0.67,False,Week 20 snapshot - 0 critical components
CR110,2024-08-26,43.1,25.7,18.6,30.5,29.5,,Low,Continue_Operation,70.5,0.65,False,Week 21 snapshot - 0 critical components
CR110,2024-08-19,35.4,40.4,28.4,39.3,35.9,,Low,Continue_Operation,64.1,0.63,False,Week 22 snapshot - 0 critical components
CR110,2024-08-12,30.8,35.2,35.8,35.2,34.3,,Low,Continue_Operation,65.7,0.61,False,Week 23 snapshot - 0 critical components
CR110,2024-08-05,24.7,37.2,21.1,29.3,28.1,,Low,Continue_Operation,71.9,0.59,False,Week 24 snapshot - 0 critical components
CR110,2024-07-29,24.2,32.4,36.6,25.5,29.7,,Low,Continue_Operation,70.3,0.58,False,Week 25 snapshot - 0 critical components
CR110,2024-07-22,39.4,30.4,26.0,37.9,33.4,,Low,Continue_Operation,66.6,0.56,False,Week 26 snapshot - 0 critical components
CR110,2024-07-15,38.8,39.8,36.8,30.6,36.5,,Low,Continue_Operation,63.5,0.54,False,Week 27 snapshot - 0 critical components
CR110,2024-07-08,32.6,35.4,36.3,30.2,33.6,,Low,Continue_Operation,66.4,0.52,False,Week 28 snapshot - 0 critical components
CR110,2024-07-01,40.0,33.6,20.5,42.0,34.0,,Low,Continue_Operation,66.0,0.5,False,Week 29 snapshot - 0 critical components
CR110,2024-06-24,20.2,22.7,17.0,46.2,26.5,,Low,Continue_Operation,73.5,0.48,False,Week 30 snapshot - 0 critical components
CR110,2024-06-17,21.5,33.0,25.0,38.1,29.4,,Low,Continue_Operation,70.6,0.46,False,Week 31 snapshot - 0 critical components
CR110,2024-06-10,33.4,21.6,34.9,44.5,33.6,,Low,Continue_Operation,66.4,0.44,False,Week 32 snapshot - 0 critical components
CR110,2024-06-03,18.7,25.5,19.1,29.4,23.2,,Low,Continue_Operation,76.8,0.42,False,Week 33 snapshot - 0 critical components
CR110,2024-05-27,23.4,37.6,29.3,24.7,28.7,,Low,Continue_Operation,71.3,0.4,False,Week 34 snapshot - 0 critical components
CR110,2024-05-20,39.4,20.7,32.5,40.8,33.3,,Low,Continue_Operation,66.7,0.38,False,Week 35 snapshot - 0 critical components
CR110,2024-05-13,16.7,33.2,35.2,40.4,31.4,,Low,Continue_Operation,68.6,0.36,False,Week 36 snapshot - 0 critical components
CR110,2024-05-06,39.9,23.1,20.7,42.5,31.5,,Low,Continue_Operation,68.5,0.35,False,Week 37 snapshot - 0 critical components
CR110,2024-04-29,19.1,20.5,15.1,27.4,20.5,,Low,Continue_Operation,79.5,0.33,False,Week 38 snapshot - 0 critical components
CR110,2024-04-22,33.9,16.6,15.0,43.4,27.2,,Low,Continue_Operation,72.8,0.31,False,Week 39 snapshot - 0 critical components
CR110,2024-04-15,30.6,36.0,15.5,32.4,28.6,,Low,Continue_Operation,71.4,0.29,False,Week 40 snapshot - 0 critical components
CR110,2024-04-08,38.7,19.5,24.6,25.2,27.0,,Low,Continue_Operation,73.0,0.27,False,Week 41 snapshot - 0 critical components
CR110,2024-04-01,37.1,25.5,30.8,31.4,31.2,,Low,Continue_Operation,68.8,0.25,False,Week 42 snapshot - 0 critical components
CR110,2024-03-25,32.3,22.1,23.0,37.4,28.7,,Low,Continue_Operation,71.3,0.23,False,Week 43 snapshot - 0 critical components
CR110,2024-03-18,31.3,23.0,30.4,40.0,31.2,,Low,Continue_Operation,68.8,0.21,False,Week 44 snapshot - 0 critical components
CR110,2024-03-11,35.8,34.5,24.8,26.9,30.5,,Low,Continue_Operation,69.5,0.19,False,Week 45 snapshot - 0 critical components
CR110,2024-03-04,20.7,24.1,10.7,33.5,22.2,,Low,Continue_Operation,77.8,0.17,False,Week 46 snapshot - 0 critical components
CR110,2024-02-26,22.4,25.7,18.3,37.7,26.0,,Low,Continue_Operation,74.0,0.15,False,Week 47 snapshot - 0 critical components
CR110,2024-02-19,26.6,20.7,11.0,29.8,22.0,,Low,Continue_Operation,78.0,0.13,False,Week 48 snapshot - 0 critical components
CR110,2024-02-12,30.6,17.4,11.2,40.7,25.0,,Low,Continue_Operation,75.0,0.12,False,Week 49 snapshot - 0 critical components
CR110,2024-02-05,15.5,29.2,9.3,35.5,22.4,,Low,Continue_Operation,77.6,0.1,False,Week 50 snapshot - 0 critical components
CR110,2024-01-29,34.6,14.4,22.2,20.9,23.0,,Low,Continue_Operation,77.0,0.08,False,Week 51 snapshot - 0 critical components
CR110,2024-01-22,14.2,27.5,14.0,24.5,20.0,,Low,Continue_Operation,80.0,0.06,False,Week 52 snapshot - 0 critical components
CR111,2025-01-20,38.4,36.0,39.3,50.2,41.0,,Medium,Monitor_Closely,59.0,1.05,False,Week 0 snapshot - 0 critical components
CR111,2025-01-13,27.2,44.9,21.2,31.7,31.2,,Low,Continue_Operation,68.8,1.04,False,Week 1 snapshot - 0 critical components
CR111,2025-01-06,44.1,33.8,35.3,44.3,39.4,,Low,Continue_Operation,60.6,1.02,False,Week 2 snapshot - 0 critical components
CR111,2024-12-30,37.5,31.7,43.5,36.6,37.3,,Low,Continue_Operation,62.7,1.0,False,Week 3 snapshot - 0 critical components
CR111,2024-12-23,34.2,45.5,36.7,36.7,38.3,,Low,Continue_Operation,61.7,0.98,False,Week 4 snapshot - 0 critical components
CR111,2024-12-16,25.7,27.0,29.8,48.6,32.8,,Low,Continue_Operation,67.2,0.96,False,Week 5 snapshot - 0 critical components
CR111,2024-12-09,25.1,39.6,41.4,45.8,38.0,,Low,Continue_Operation,62.0,0.94,False,Week 6 snapshot - 0 critical components
CR111,2024-12-02,35.7,42.2,36.8,34.7,37.3,,Low,Continue_Operation,62.7,0.92,False,Week 7 snapshot - 0 critical components
CR111,2024-11-25,43.9,42.1,42.8,41.4,42.6,,Medium,Monitor_Closely,57.4,0.9,False,Week 8 snapshot - 0 critical components
CR111,2024-11-18,39.1,35.1,22.1,32.3,32.1,,Low,Continue_Operation,67.9,0.88,False,Week 9 snapshot - 0 critical components
CR111,2024-11-11,23.6,42.8,20.2,34.1,30.2,,Low,Continue_Operation,69.8,0.86,False,Week 10 snapshot - 0 critical components
CR111,2024-11-04,39.8,35.5,39.6,45.1,40.0,,Medium,Monitor_Closely,60.0,0.84,False,Week 11 snapshot - 0 critical components
CR111,2024-10-28,31.8,26.9,19.2,46.5,31.1,,Low,Continue_Operation,68.9,0.82,False,Week 12 snapshot - 0 critical components
CR111,2024-10-21,38.7,26.8,20.1,48.0,33.4,,Low,Continue_Operation,66.6,0.81,False,Week 13 snapshot - 0 critical components
CR111,2024-10-14,25.5,39.9,22.5,31.4,29.8,,Low,Continue_Operation,70.2,0.79,False,Week 14 snapshot - 0 critical components
CR111,2024-10-07,37.3,31.2,33.5,47.0,37.2,,Low,Continue_Operation,62.8,0.77,False,Week 15 snapshot - 0 critical components
CR111,2024-09-30,28.4,24.0,26.9,44.3,30.9,,Low,Continue_Operation,69.1,0.75,False,Week 16 snapshot - 0 critical components
CR111,2024-09-23,34.5,23.1,16.8,29.7,26.0,,Low,Continue_Operation,74.0,0.73,False,Week 17 snapshot - 0 critical components
CR111,2024-09-16,37.6,37.2,22.3,27.9,31.3,,Low,Continue_Operation,68.7,0.71,False,Week 18 snapshot - 0 critical components
CR111,2024-09-09,43.9,33.5,18.0,34.3,32.4,,Low,Continue_Operation,67.6,0.69,False,Week 19 snapshot - 0 critical components
CR111,2024-09-02,43.3,26.6,23.9,47.1,35.2,,Low,Continue_Operation,64.8,0.67,False,Week 20 snapshot - 0 critical components
CR111,2024-08-26,36.6,36.0,27.8,38.3,34.7,,Low,Continue_Operation,65.3,0.65,False,Week 21 snapshot - 0 critical components
CR111,2024-08-19,34.5,36.3,15.7,28.6,28.8,,Low,Continue_Operation,71.2,0.63,False,Week 22 snapshot - 0 critical components
CR111,2024-08-12,33.6,27.2,29.8,42.8,33.4,,Low,Continue_Operation,66.6,0.61,False,Week 23 snapshot - 0 critical components
CR111,2024-08-05,23.6,29.2,25.4,46.4,31.1,,Low,Continue_Operation,68.9,0.59,False,Week 24 snapshot - 0 critical components
CR111,2024-07-29,19.4,21.8,33.2,30.7,26.3,,Low,Continue_Operation,73.7,0.58,False,Week 25 snapshot - 0 critical components
CR111,2024-07-22,19.8,22.1,29.7,27.3,24.7,,Low,Continue_Operation,75.3,0.56,False,Week 26 snapshot - 0 critical components
CR111,2024-07-15,25.9,31.8,24.4,29.5,27.9,,Low,Continue_Operation,72.1,0.54,False,Week 27 snapshot - 0 critical components
CR111,2024-07-08,37.0,26.6,29.3,42.2,33.8,,Low,Continue_Operation,66.2,0.52,False,Week 28 snapshot - 0 critical components
CR111,2024-07-01,38.3,31.2,15.6,26.2,27.8,,Low,Continue_Operation,72.2,0.5,False,Week 29 snapshot - 0 critical components
CR111,2024-06-24,41.4,28.4,22.8,29.7,30.6,,Low,Continue_Operation,69.4,0.48,False,Week 30 snapshot - 0 critical components
CR111,2024-06-17,40.7,35.3,34.9,25.8,34.2,,Low,Continue_Operation,65.8,0.46,False,Week 31 snapshot - 0 critical components
CR111,2024-06-10,29.5,32.4,11.9,39.1,28.2,,Low,Continue_Operation,71.8,0.44,False,Week 32 snapshot - 0 critical components
CR111,2024-06-03,28.9,23.8,31.3,27.5,27.9,,Low,Continue_Operation,72.1,0.42,False,Week 33 snapshot - 0 critical components
CR111,2024-05-27,22.7,24.4,26.5,43.5,29.3,,Low,Continue_Operation,70.7,0.4,False,Week 34 snapshot - 0 critical components
CR111,2024-05-20,34.1,28.7,15.4,29.6,27.0,,Low,Continue_Operation,73.0,0.38,False,Week 35 snapshot - 0 critical components
CR111,2024-05-13,32.4,23.4,20.3,33.7,27.5,,Low,Continue_Operation,72.5,0.36,False,Week 36 snapshot - 0 critical components
CR111,2024-05-06,25.4,25.9,22.3,37.6,27.8,,Low,Continue_Operation,72.2,0.35,False,Week 37 snapshot - 0 critical components
CR111,2024-04-29,35.5,22.9,32.8,38.6,32.5,,Low,Continue_Operation,67.5,0.33,False,Week 38 snapshot - 0 critical components
CR111,2024-04-22,28.3,33.6,10.4,30.1,25.6,,Low,Continue_Operation,74.4,0.31,False,Week 39 snapshot - 0 critical components
CR111,2024-04-15,36.0,31.1,25.9,22.3,28.9,,Low,Continue_Operation,71.1,0.29,False,Week 40 snapshot - 0 critical components
CR111,2024-04-08,25.6,24.7,24.0,23.0,24.3,,Low,Continue_Operation,75.7,0.27,False,Week 41 snapshot - 0 critical components
CR111,2024-04-01,23.3,27.9,21.6,32.9,26.4,,Low,Continue_Operation,73.6,0.25,False,Week 42 snapshot - 0 critical components
CR111,2024-03-25,21.0,25.7,30.7,29.1,26.6,,Low,Continue_Operation,73.4,0.23,False,Week 43 snapshot - 0 critical components
CR111,2024-03-18,25.9,19.7,18.5,36.5,25.1,,Low,Continue_Operation,74.9,0.21,False,Week 44 snapshot - 0 critical components
CR111,2024-03-11,24.6,19.2,17.3,27.6,22.1,,Low,Continue_Operation,77.9,0.19,False,Week 45 snapshot - 0 critical components
CR111,2024-03-04,22.5,33.9,19.7,19.6,23.9,,Low,Continue_Operation,76.1,0.17,False,Week 46 snapshot - 0 critical components
CR111,2024-02-26,35.2,21.2,19.7,19.4,23.9,,Low,Continue_Operation,76.1,0.15,False,Week 47 snapshot - 0 critical components
CR111,2024-02-19,35.9,26.8,12.1,17.4,23.0,,Low,Continue_Operation,77.0,0.13,False,Week 48 snapshot - 0 critical components
CR111,2024-02-12,28.5,15.2,17.7,23.6,21.2,,Low,Continue_Operation,78.8,0.12,False,Week 49 snapshot - 0 critical components
CR111,2024-02-05,28.8,26.3,10.2,37.0,25.6,,Low,Continue_Operation,74.4,0.1,False,Week 50 snapshot - 0 critical components
CR111,2024-01-29,27.3,18.0,20.5,22.9,22.2,,Low,Continue_Operation,77.8,0.08,False,Week 51 snapshot - 0 critical components
CR111,2024-01-22,17.9,18.3,16.9,18.8,18.0,,Low,Continue_Operation,82.0,0.06,False,Week 52 snapshot - 0 critical components
CR112,2025-01-20,26.7,47.1,34.2,39.3,36.8,,Low,Continue_Operation,63.2,1.05,False,Week 0 snapshot - 0 critical components
CR112,2025-01-13,49.4,36.5,29.6,52.8,42.1,,Medium,Monitor_Closely,57.9,1.04,False,Week 1 snapshot - 0 critical components
CR112,2025-01-06,32.4,47.1,36.1,54.0,42.4,,Medium,Monitor_Closely,57.6,1.02,False,Week 2 snapshot - 0 critical components
CR112,2024-12-30,36.8,36.8,39.8,43.2,39.1,,Low,Continue_Operation,60.9,1.0,False,Week 3 snapshot - 0 critical components
CR112,2024-12-23,35.0,28.1,32.6,51.4,36.8,,Low,Continue_Operation,63.2,0.98,False,Week 4 snapshot - 0 critical components
CR112,2024-12-16,36.2,35.9,35.3,32.2,34.9,,Low,Continue_Operation,65.1,0.96,False,Week 5 snapshot - 0 critical components
CR112,2024-12-09,35.3,36.6,24.1,49.2,36.3,,Low,Continue_Operation,63.7,0.94,False,Week 6 snapshot - 0 critical components
CR112,2024-12-02,43.6,26.6,37.8,31.8,35.0,,Low,Continue_Operation,65.0,0.92,False,Week 7 snapshot - 0 critical components
