Certificate_ID,Train_ID,Department,Issue_Date,Expiry_Date,Validity_Days,Status,Inspector,Priority,Inspection_Type,Cycle_Number,Compliance_Score,Notes
CERT-SIG-CR121-003-0ffc66,CR121,Signalling,,2025-12-28,180,Valid,Signalling_Inspector_1,Low,Semi_Annual_Systems,3,86.16437796844305,Cycle 3 certificate for signalling systems
CERT-TEL-CR121-004-a87a97,CR121,Telecom,2024-12-24,2025-03-24,90,Valid,Telecom_Inspector_9,Low,Quarterly_Network,4,98.62630238598939,Cycle 4 certificate for telecom systems
CERT-TEL-CR121-005-e55359,CR121,Telecom,,2025-07-03,90,Valid,Telecom_Inspector_1,Low,Quarterly_Network,5,95.43418470600619,Cycle 5 certificate for telecom systems
CERT-POW-CR121-001-28f8a4,CR121,Power_Supply,2024-09-24,2025-06-21,270,Valid,Power_Supply_Inspector_10,Low,Triannual_Power,1,93.95444332704108,Cycle 1 certificate for power_supply systems
CERT-POW-CR121-002-c22e3e,CR121,Power_Supply,,2026-03-20,270,Valid,Power_Supply_Inspector_7,Low,Triannual_Power,2,86.92086301406599,Cycle 2 certificate for power_supply systems
CERT-TRA-CR121-002-9a1230,CR121,Track_Maintenance,2024-09-01,2024-12-30,120,Expired,Track_Maintenance_Inspector_11,Critical,Quarterly_Track,2,81.51325792039862,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR121-003-22b116,CR121,Track_Maintenance,2024-12-17,2025-04-16,120,Valid,Track_Maintenance_Inspector_4,Low,Quarterly_Track,3,85.48585335580061,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR121-004-e69323,CR121,Track_Maintenance,,2025-08-15,120,Valid,Track_Maintenance_Inspector_14,Low,Quarterly_Track,4,97.7531310237679,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR122-000-b8754d,CR122,Rolling_Stock,2024-01-06,2025-01-05,365,Expired,Rolling_Stock_Inspector_7,Critical,Annual_Comprehensive,0,70.26043884024409,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR122-001-209e2d,CR122,Rolling_Stock,2024-12-22,2025-12-22,365,Valid,Rolling_Stock_Inspector_11,Low,Annual_Comprehensive,1,97.35616222341163,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR122-002-3343eb,CR122,Rolling_Stock,,2026-12-25,365,Valid,Rolling_Stock_Inspector_10,Low,Annual_Comprehensive,2,90.56873469813539,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR122-001-3ba24f,CR122,Signalling,2024-06-25,2024-12-22,180,Expired,Signalling_Inspector_11,Critical,Semi_Annual_Systems,1,83.09506443099542,Cycle 1 certificate for signalling systems
CERT-SIG-CR122-002-b0eb46,CR122,Signalling,2025-01-03,2025-07-02,180,Valid,Signalling_Inspector_6,Low,Semi_Annual_Systems,2,86.05364824392404,Cycle 2 certificate for signalling systems
CERT-SIG-CR122-003-7b9052,CR122,Signalling,,2025-12-14,180,Valid,Signalling_Inspector_10,Low,Semi_Annual_Systems,3,98.96265720357123,Cycle 3 certificate for signalling systems
CERT-TEL-CR122-003-5fb471,CR122,Telecom,2024-09-25,2024-12-24,90,Expired,Telecom_Inspector_5,Critical,Quarterly_Network,3,76.85336055954622,Cycle 3 certificate for telecom systems
CERT-TEL-CR122-004-a990a9,CR122,Telecom,2024-12-22,2025-03-22,90,Valid,Telecom_Inspector_6,Low,Quarterly_Network,4,96.06120991058243,Cycle 4 certificate for telecom systems
CERT-TEL-CR122-005-41506f,CR122,Telecom,,2025-06-14,90,Valid,Telecom_Inspector_6,Low,Quarterly_Network,5,89.31907135402852,Cycle 5 certificate for telecom systems
CERT-POW-CR122-001-745f5c,CR122,Power_Supply,2024-09-17,2025-06-14,270,Valid,Power_Supply_Inspector_10,Low,Triannual_Power,1,96.70240334320752,Cycle 1 certificate for power_supply systems
CERT-POW-CR122-002-9763b3,CR122,Power_Supply,,2026-03-25,270,Valid,Power_Supply_Inspector_10,Low,Triannual_Power,2,88.17132454610835,Cycle 2 certificate for power_supply systems
CERT-TRA-CR122-003-437236,CR122,Track_Maintenance,2024-12-16,2025-04-15,120,Valid,Track_Maintenance_Inspector_9,Low,Quarterly_Track,3,94.16897849446546,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR122-004-1d28a3,CR122,Track_Maintenance,,2025-09-01,120,Valid,Track_Maintenance_Inspector_5,Low,Quarterly_Track,4,85.10103532058469,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR123-000-671900,CR123,Rolling_Stock,2023-12-29,2024-12-28,365,Expired,Rolling_Stock_Inspector_13,Critical,Annual_Comprehensive,0,60.848284671772234,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR123-001-35cce9,CR123,Rolling_Stock,2025-01-06,2026-01-06,365,Valid,Rolling_Stock_Inspector_3,Low,Annual_Comprehensive,1,88.89859926528551,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR123-002-1749d4,CR123,Rolling_Stock,,2027-01-07,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,2,95.63322904960947,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR123-001-0fd13e,CR123,Signalling,2024-07-03,2024-12-30,180,Expired,Signalling_Inspector_13,Critical,Semi_Annual_Systems,1,65.78269411246052,Cycle 1 certificate for signalling systems
CERT-SIG-CR123-002-c9a161,CR123,Signalling,2025-01-01,2025-06-30,180,Valid,Signalling_Inspector_7,Low,Semi_Annual_Systems,2,91.04020393763942,Cycle 2 certificate for signalling systems
CERT-SIG-CR123-003-142499,CR123,Signalling,,2025-12-15,180,Valid,Signalling_Inspector_8,Low,Semi_Annual_Systems,3,91.14931221346055,Cycle 3 certificate for signalling systems
CERT-TEL-CR123-003-8bfc43,CR123,Telecom,2024-09-25,2024-12-24,90,Expired,Telecom_Inspector_11,Critical,Quarterly_Network,3,63.55073505304626,Cycle 3 certificate for telecom systems
CERT-TEL-CR123-004-75617c,CR123,Telecom,2024-12-31,2025-03-31,90,Valid,Telecom_Inspector_8,Low,Quarterly_Network,4,95.16925349768724,Cycle 4 certificate for telecom systems
CERT-TEL-CR123-005-ef76ec,CR123,Telecom,,2025-06-28,90,Valid,Telecom_Inspector_2,Low,Quarterly_Network,5,93.6459779815914,Cycle 5 certificate for telecom systems
CERT-POW-CR123-001-54fdf8,CR123,Power_Supply,2024-10-06,2025-07-03,270,Valid,Power_Supply_Inspector_12,Low,Triannual_Power,1,91.85639647134354,Cycle 1 certificate for power_supply systems
CERT-POW-CR123-002-ad5d48,CR123,Power_Supply,,2026-03-17,270,Valid,Power_Supply_Inspector_14,Low,Triannual_Power,2,95.4387485026664,Cycle 2 certificate for power_supply systems
CERT-TRA-CR123-002-2a8649,CR123,Track_Maintenance,2024-09-03,2025-01-01,120,Expired,Track_Maintenance_Inspector_11,Critical,Quarterly_Track,2,77.23111833551985,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR123-003-7083c4,CR123,Track_Maintenance,2024-12-24,2025-04-23,120,Valid,Track_Maintenance_Inspector_7,Low,Quarterly_Track,3,90.38992059515168,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR123-004-16fc38,CR123,Track_Maintenance,,2025-09-02,120,Valid,Track_Maintenance_Inspector_7,Low,Quarterly_Track,4,95.39587766956542,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR124-000-09934e,CR124,Rolling_Stock,2023-12-22,2024-12-21,365,Expired,Rolling_Stock_Inspector_10,Critical,Annual_Comprehensive,0,61.06911812470363,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR124-001-286b49,CR124,Rolling_Stock,2024-12-27,2025-12-27,365,Valid,Rolling_Stock_Inspector_14,Low,Annual_Comprehensive,1,85.2603697205794,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR124-002-0fecbd,CR124,Rolling_Stock,,2026-12-25,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,2,87.90105845271083,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR124-001-8ef8da,CR124,Signalling,2024-06-30,2024-12-27,180,Expired,Signalling_Inspector_6,Critical,Semi_Annual_Systems,1,72.47089673113533,Cycle 1 certificate for signalling systems
CERT-SIG-CR124-002-176a40,CR124,Signalling,2024-12-28,2025-06-26,180,Valid,Signalling_Inspector_8,Low,Semi_Annual_Systems,2,90.24753134117611,Cycle 2 certificate for signalling systems
CERT-SIG-CR124-003-501e1a,CR124,Signalling,,2025-12-18,180,Valid,Signalling_Inspector_12,Low,Semi_Annual_Systems,3,91.466354924182,Cycle 3 certificate for signalling systems
CERT-TEL-CR124-003-ebdc94,CR124,Telecom,2024-09-29,2024-12-28,90,Expired,Telecom_Inspector_9,Critical,Quarterly_Network,3,60.835918072244446,Cycle 3 certificate for telecom systems
CERT-TEL-CR124-004-70362e,CR124,Telecom,2024-12-25,2025-03-25,90,Valid,Telecom_Inspector_4,Low,Quarterly_Network,4,92.10504430072373,Cycle 4 certificate for telecom systems
CERT-TEL-CR124-005-b98b96,CR124,Telecom,,2025-06-19,90,Valid,Telecom_Inspector_12,Low,Quarterly_Network,5,86.76162287516627,Cycle 5 certificate for telecom systems
CERT-POW-CR124-001-6f27c0,CR124,Power_Supply,2024-09-18,2025-06-15,270,Valid,Power_Supply_Inspector_5,Low,Triannual_Power,1,92.16996758171672,Cycle 1 certificate for power_supply systems
CERT-POW-CR124-002-f56a3e,CR124,Power_Supply,,2026-03-26,270,Valid,Power_Supply_Inspector_3,Low,Triannual_Power,2,95.13586902056785,Cycle 2 certificate for power_supply systems
CERT-TRA-CR124-002-c4f816,CR124,Track_Maintenance,2024-09-05,2025-01-03,120,Expired,Track_Maintenance_Inspector_8,Critical,Quarterly_Track,2,66.28699138423539,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR124-003-3de221,CR124,Track_Maintenance,2024-12-18,2025-04-17,120,Valid,Track_Maintenance_Inspector_15,Low,Quarterly_Track,3,95.919460657255,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR124-004-7fe10b,CR124,Track_Maintenance,,2025-08-20,120,Valid,Track_Maintenance_Inspector_13,Low,Quarterly_Track,4,91.6118060547901,Cycle 4 certificate for track_maintenance systems
