Work_Order_ID,Job_Number,Train_ID,Work_Type,Description,Priority,Status,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_Technician,Department,Cost_Estimate,Parts_Cost,Urgency_Score,Completion_Rate,Notes
WO-41402F1C,JOB-20240805-1510,CR111,Inspection-B,Inspection B for CR111,Medium,On_Hold,2024-08-05,2024-08-21,13,,Tech_5,Maintenance,1521,315,70,11.775924970672573,Generated on 2024-08-05 - Inspection-B maintenance
WO-970A6C03,JOB-20240805-2934,CR110,Inspection-B,Inspection B for CR110,High,Closed,2024-08-05,2024-08-12,20,23.3,Tech_4,Maintenance,3060,777,90,100.0,Generated on 2024-08-05 - Inspection-B maintenance
WO-0A34BB0C,JOB-20240806-8148,CR109,PM-Doors,PM Doors for CR109,Medium,On_Hold,2024-08-06,2024-08-19,5,,Tech_6,Mechanical,940,972,70,21.38643566888898,Generated on 2024-08-06 - PM-Doors maintenance
WO-20C9BCC3,JOB-20240806-7416,CR102,Seasonal-Maintenance,Seasonal Maintenance for CR102,Critical,Closed,2024-08-06,2024-08-07,31,28.6,Tech_24,Maintenance,2387,893,100,100.0,Generated on 2024-08-06 - Seasonal-Maintenance maintenance
WO-76CD1BFB,JOB-20240806-2022,CR116,CM-Software,CM Software for CR116,Low,Cancelled,2024-08-06,2024-09-11,1,,Tech_11,IT,152,3840,50,0.0,Generated on 2024-08-06 - CM-Software maintenance
WO-925B884F,JOB-20240806-6816,CR111,CM-Software,CM Software for CR111,Medium,Closed,2024-08-06,2024-08-21,1,1.2,Tech_2,IT,176,1027,70,100.0,Generated on 2024-08-06 - CM-Software maintenance
WO-48DC2179,JOB-20240806-6721,CR114,Seasonal-Maintenance,Seasonal Maintenance for CR114,Low,Cancelled,2024-08-06,2024-08-26,14,,Tech_25,Maintenance,1120,448,50,0.0,Generated on 2024-08-06 - Seasonal-Maintenance maintenance
WO-51707D97,JOB-20240806-3984,CR113,PM-Brake,Brake pad inspection and replacement - CR113,High,Closed,2024-08-06,2024-08-13,8,7.5,Tech_20,Mechanical,904,310,90,100.0,Generated on 2024-08-06 - PM-Brake maintenance
WO-A453D4AA,JOB-20240807-7689,CR113,CM-Electrical,Electrical system corrective maintenance - CR113,Medium,On_Hold,2024-08-07,2024-08-17,11,,Tech_12,Electrical,2145,872,70,17.84132961936367,Generated on 2024-08-07 - CM-Electrical maintenance
WO-C1DBF5EB,JOB-20240807-4829,CR115,Inspection-C,Inspection C for CR115,Low,Cancelled,2024-08-07,2024-08-22,23,,Tech_26,Maintenance,3335,914,50,0.0,Generated on 2024-08-07 - Inspection-C maintenance
WO-303E2BCA,JOB-20240807-2400,CR111,CM-Electronics,CM Electronics for CR111,Medium,On_Hold,2024-08-07,2024-08-21,7,,Tech_1,Electronics,917,4675,70,13.957665702051676,Generated on 2024-08-07 - CM-Electronics maintenance
WO-E6FB25AE,JOB-20240808-6780,CR102,Emergency-Repair,Emergency repair required - CR102,Medium,Closed,2024-08-08,2024-08-19,2,2.6,Tech_17,Emergency_Response,152,160,70,100.0,Generated on 2024-08-08 - Emergency-Repair maintenance
WO-3FEE89B4,JOB-20240808-8511,CR115,Inspection-B,Inspection B for CR115,Medium,On_Hold,2024-08-08,2024-08-26,18,,Tech_14,Maintenance,1998,350,70,15.445275939688061,Generated on 2024-08-08 - Inspection-B maintenance
WO-742CFA64,JOB-20240808-2869,CR120,Inspection-A,Inspection A for CR120,Low,On_Hold,2024-08-08,2024-09-02,5,,Tech_9,Maintenance,575,241,50,26.224785157492224,Generated on 2024-08-08 - Inspection-A maintenance
WO-CF44A3AB,JOB-20240809-7728,CR101,Inspection-B,Inspection B for CR101,Medium,Closed,2024-08-09,2024-08-23,13,15.5,Tech_19,Maintenance,1586,603,70,100.0,Generated on 2024-08-09 - Inspection-B maintenance
WO-2015DD90,JOB-20240809-4391,CR111,Seasonal-Maintenance,Seasonal Maintenance for CR111,Critical,Closed,2024-08-09,2024-08-11,29,26.6,Tech_12,Maintenance,5249,169,100,100.0,Generated on 2024-08-09 - Seasonal-Maintenance maintenance
WO-C63E9882,JOB-20240810-1070,CR106,Inspection-A,Inspection A for CR106,High,Closed,2024-08-10,2024-08-15,9,9.7,Tech_8,Maintenance,1782,373,90,100.0,Generated on 2024-08-10 - Inspection-A maintenance
WO-17FBFF36,JOB-20240810-4392,CR120,Inspection-C,Inspection C for CR120,Low,Cancelled,2024-08-10,2024-09-21,24,,Tech_26,Maintenance,2376,249,50,0.0,Generated on 2024-08-10 - Inspection-C maintenance
WO-C40BE38C,JOB-20240810-7782,CR108,PM-Doors,PM Doors for CR108,Medium,On_Hold,2024-08-10,2024-08-25,5,,Tech_7,Mechanical,535,320,70,17.023579190793054,Generated on 2024-08-10 - PM-Doors maintenance
WO-E9E6C291,JOB-20240810-5654,CR102,CM-Electronics,CM Electronics for CR102,High,Closed,2024-08-10,2024-08-15,13,14.5,Tech_6,Electronics,2093,978,90,100.0,Generated on 2024-08-10 - CM-Electronics maintenance
WO-1557D2B2,JOB-20240810-1116,CR103,CM-Electronics,CM Electronics for CR103,High,Closed,2024-08-10,2024-08-14,6,4.9,Tech_4,Electronics,612,817,90,100.0,Generated on 2024-08-10 - CM-Electronics maintenance
WO-FB301465,JOB-20240811-5603,CR112,PM-Brake,Brake system preventive maintenance - CR112,Low,Cancelled,2024-08-11,2024-09-03,3,,Tech_18,Mechanical,531,782,50,0.0,Generated on 2024-08-11 - PM-Brake maintenance
WO-F3F5DCC0,JOB-20240811-2869,CR109,CM-Electrical,Electrical system corrective maintenance - CR109,High,Closed,2024-08-11,2024-08-17,13,13.1,Tech_14,Electrical,2483,1189,90,100.0,Generated on 2024-08-11 - CM-Electrical maintenance
WO-9BA05207,JOB-20240811-4983,CR119,Inspection-A,Inspection A for CR119,High,Closed,2024-08-11,2024-08-18,10,9.2,Tech_4,Maintenance,1900,468,90,100.0,Generated on 2024-08-11 - Inspection-A maintenance
WO-38C0F629,JOB-20240811-9415,CR116,PM-Brake,Brake system preventive maintenance - CR116,Low,On_Hold,2024-08-11,2024-09-21,4,,Tech_16,Mechanical,328,702,50,26.306723173114793,Generated on 2024-08-11 - PM-Brake maintenance
WO-DDD66E14,JOB-20240811-5764,CR117,PM-Bogie,Bogie bearing inspection and lubrication - CR117,Low,Cancelled,2024-08-11,2024-08-27,10,,Tech_25,Mechanical,1640,455,50,0.0,Generated on 2024-08-11 - PM-Bogie maintenance
WO-EAC758A2,JOB-20240812-2191,CR109,PM-Bogie,Scheduled bogie maintenance for CR109,Low,Closed,2024-08-12,2024-09-10,9,8.2,Tech_18,Mechanical,1764,838,50,100.0,Generated on 2024-08-12 - PM-Bogie maintenance
WO-D9A8355E,JOB-20240812-7118,CR118,Compliance-Check,Compliance Check for CR118,Medium,On_Hold,2024-08-12,2024-09-01,5,,Tech_20,Quality_Assurance,855,743,70,15.185439946945385,Generated on 2024-08-12 - Compliance-Check maintenance
WO-1D4954FA,JOB-20240812-1036,CR103,PM-Doors,PM Doors for CR103,High,Closed,2024-08-12,2024-08-18,4,4.7,Tech_30,Mechanical,384,529,90,100.0,Generated on 2024-08-12 - PM-Doors maintenance
WO-5B5EAC98,JOB-20240812-5474,CR104,PM-Bogie,Scheduled bogie maintenance for CR104,Low,Cancelled,2024-08-12,2024-09-13,10,,Tech_4,Mechanical,790,804,50,0.0,Generated on 2024-08-12 - PM-Bogie maintenance
WO-6C349745,JOB-20240812-4376,CR113,Compliance-Check,Compliance Check for CR113,Low,On_Hold,2024-08-12,2024-08-29,1,,Tech_5,Quality_Assurance,190,428,50,28.194913125820282,Generated on 2024-08-12 - Compliance-Check maintenance
WO-03EF3A35,JOB-20240812-6184,CR102,Inspection-A,Inspection A for CR102,High,Closed,2024-08-12,2024-08-17,11,10.7,Tech_30,Maintenance,1683,261,90,100.0,Generated on 2024-08-12 - Inspection-A maintenance
WO-4636A738,JOB-20240812-7576,CR101,PM-Traction,PM Traction for CR101,Low,Closed,2024-08-12,2024-09-06,12,11.8,Tech_1,Electrical,2064,199,50,100.0,Generated on 2024-08-12 - PM-Traction maintenance
WO-2FD631CE,JOB-20240813-4275,CR118,CM-Electronics,CM Electronics for CR118,Low,On_Hold,2024-08-13,2024-09-11,7,,Tech_12,Electronics,1281,3121,50,10.052654443673122,Generated on 2024-08-13 - CM-Electronics maintenance
WO-D38BA535,JOB-20240813-2551,CR109,CM-Electrical,Power supply issue resolution - CR109,High,Closed,2024-08-13,2024-08-18,23,27.9,Tech_21,Electrical,3565,2608,90,100.0,Generated on 2024-08-13 - CM-Electrical maintenance
WO-C0396C59,JOB-20240813-6638,CR122,CM-Mechanical,CM Mechanical for CR122,High,Closed,2024-08-13,2024-08-20,20,20.1,Tech_6,Mechanical,2460,2488,90,100.0,Generated on 2024-08-13 - CM-Mechanical maintenance
WO-AC337A0A,JOB-20240814-6678,CR111,CM-Electrical,Electrical system corrective maintenance - CR111,Low,Cancelled,2024-08-14,2024-09-20,5,,Tech_27,Electrical,985,2227,50,0.0,Generated on 2024-08-14 - CM-Electrical maintenance
WO-3E32FD9D,JOB-20240814-3883,CR102,PM-Traction,PM Traction for CR102,High,Closed,2024-08-14,2024-08-21,22,25.1,Tech_11,Electrical,1672,126,90,100.0,Generated on 2024-08-14 - PM-Traction maintenance
WO-2EAAC1B5,JOB-20240814-4255,CR118,CM-Software,CM Software for CR118,High,Closed,2024-08-14,2024-08-20,9,8.4,Tech_26,IT,1188,3175,90,100.0,Generated on 2024-08-14 - CM-Software maintenance
WO-07A5E40A,JOB-20240814-5942,CR123,CM-Electronics,CM Electronics for CR123,Low,Closed,2024-08-14,2024-09-15,3,3.1,Tech_25,Electronics,249,2902,50,100.0,Generated on 2024-08-14 - CM-Electronics maintenance
WO-666BCEA1,JOB-20240814-9026,CR118,CM-Electronics,CM Electronics for CR118,Low,Closed,2024-08-14,2024-09-14,5,6.4,Tech_23,Electronics,595,3915,50,100.0,Generated on 2024-08-14 - CM-Electronics maintenance
WO-6F1CF7A4,JOB-20240814-6336,CR104,PM-Bogie,Scheduled bogie maintenance for CR104,High,Closed,2024-08-14,2024-08-18,15,14.4,Tech_12,Mechanical,1950,576,90,100.0,Generated on 2024-08-14 - PM-Bogie maintenance
WO-C4F42A19,JOB-20240814-9901,CR120,PM-Traction,PM Traction for CR120,Low,Cancelled,2024-08-14,2024-09-19,13,,Tech_1,Electrical,2275,772,50,0.0,Generated on 2024-08-14 - PM-Traction maintenance
WO-9350DC04,JOB-20240815-7576,CR106,Inspection-B,Inspection B for CR106,High,Closed,2024-08-15,2024-08-19,17,20.3,Tech_5,Maintenance,3213,211,90,100.0,Generated on 2024-08-15 - Inspection-B maintenance
WO-448D17B1,JOB-20240815-3594,CR112,PM-Bogie,Scheduled bogie maintenance for CR112,Medium,On_Hold,2024-08-15,2024-08-30,13,,Tech_17,Mechanical,1547,628,70,19.089007223275157,Generated on 2024-08-15 - PM-Bogie maintenance
WO-F262F224,JOB-20240815-9296,CR124,PM-Brake,Brake system preventive maintenance - CR124,Low,Closed,2024-08-15,2024-09-29,5,4.7,Tech_29,Mechanical,925,484,50,100.0,Generated on 2024-08-15 - PM-Brake maintenance
WO-444CD3B6,JOB-20240815-1064,CR116,Inspection-A,Inspection A for CR116,Low,Closed,2024-08-15,2024-09-27,5,4.2,Tech_1,Maintenance,805,476,50,100.0,Generated on 2024-08-15 - Inspection-A maintenance
WO-A328D4A7,JOB-20240815-6282,CR115,PM-Brake,Brake pad inspection and replacement - CR115,Low,On_Hold,2024-08-15,2024-09-16,4,,Tech_27,Mechanical,572,314,50,17.190724735342478,Generated on 2024-08-15 - PM-Brake maintenance
WO-F0B83873,JOB-20240815-4311,CR107,Emergency-Repair,Emergency repair required - CR107,Low,On_Hold,2024-08-15,2024-09-03,35,,Tech_13,Emergency_Response,6965,724,50,23.39071729342907,Generated on 2024-08-15 - Emergency-Repair maintenance
WO-2BC95C60,JOB-20240815-6142,CR119,Compliance-Check,Compliance Check for CR119,Low,On_Hold,2024-08-15,2024-09-04,3,,Tech_6,Quality_Assurance,459,539,50,25.635716241363795,Generated on 2024-08-15 - Compliance-Check maintenance
WO-263D66E8,JOB-20240816-6883,CR108,CM-Electronics,CM Electronics for CR108,Medium,On_Hold,2024-08-16,2024-08-31,8,,Tech_23,Electronics,1000,2818,70,18.38436089371098,Generated on 2024-08-16 - CM-Electronics maintenance
WO-29921431,JOB-20240816-2155,CR109,Inspection-B,Inspection B for CR109,Low,Closed,2024-08-16,2024-09-17,15,12.3,Tech_10,Maintenance,2205,944,50,100.0,Generated on 2024-08-16 - Inspection-B maintenance
WO-1F4AF188,JOB-20240816-9642,CR121,PM-Traction,PM Traction for CR121,Low,On_Hold,2024-08-16,2024-09-16,10,,Tech_11,Electrical,1010,579,50,19.370104148214914,Generated on 2024-08-16 - PM-Traction maintenance
WO-89646214,JOB-20240817-9210,CR116,PM-Bogie,Scheduled bogie maintenance for CR116,Medium,Closed,2024-08-17,2024-09-04,8,7.0,Tech_20,Mechanical,1120,527,70,100.0,Generated on 2024-08-17 - PM-Bogie maintenance
WO-896D18F4,JOB-20240817-8429,CR109,CM-Mechanical,CM Mechanical for CR109,Low,Closed,2024-08-17,2024-09-20,10,10.2,Tech_29,Mechanical,960,4753,50,100.0,Generated on 2024-08-17 - CM-Mechanical maintenance
WO-0A6DAB33,JOB-20240818-7352,CR102,Inspection-C,Inspection C for CR102,Medium,On_Hold,2024-08-18,2024-08-30,30,,Tech_6,Maintenance,4590,416,70,15.457666683178736,Generated on 2024-08-18 - Inspection-C maintenance
WO-81B4F019,JOB-20240818-8749,CR114,Compliance-Check,Compliance Check for CR114,Low,On_Hold,2024-08-18,2024-09-25,2,,Tech_16,Quality_Assurance,276,757,50,23.34227907790665,Generated on 2024-08-18 - Compliance-Check maintenance
WO-54C1F61E,JOB-20240818-5165,CR106,CM-Software,CM Software for CR106,Medium,On_Hold,2024-08-18,2024-09-01,5,,Tech_16,IT,525,575,70,20.241628311069206,Generated on 2024-08-18 - CM-Software maintenance
WO-4CA4E9B5,JOB-20240818-5422,CR118,PM-Traction,PM Traction for CR118,Low,Cancelled,2024-08-18,2024-09-01,11,,Tech_29,Electrical,1595,673,50,0.0,Generated on 2024-08-18 - PM-Traction maintenance
WO-7CC0BF35,JOB-20240819-3834,CR116,Emergency-Repair,Urgent maintenance intervention - CR116,Medium,On_Hold,2024-08-19,2024-09-03,37,,Tech_29,Emergency_Response,6327,191,70,26.298087813342214,Generated on 2024-08-19 - Emergency-Repair maintenance
WO-4D847895,JOB-20240819-8249,CR105,PM-HVAC,PM HVAC for CR105,Medium,Closed,2024-08-19,2024-08-29,9,9.1,Tech_6,Electrical,891,402,70,100.0,Generated on 2024-08-19 - PM-HVAC maintenance
WO-EF013310,JOB-20240819-1950,CR114,PM-Doors,PM Doors for CR114,High,Closed,2024-08-19,2024-08-26,4,5.2,Tech_30,Mechanical,672,448,90,100.0,Generated on 2024-08-19 - PM-Doors maintenance
WO-258D180B,JOB-20240819-4433,CR104,CM-Software,CM Software for CR104,Low,Closed,2024-08-19,2024-09-20,5,4.2,Tech_29,IT,875,4800,50,100.0,Generated on 2024-08-19 - CM-Software maintenance
WO-152D62DA,JOB-20240819-4881,CR108,CM-Mechanical,CM Mechanical for CR108,Low,Closed,2024-08-19,2024-09-02,12,11.2,Tech_7,Mechanical,2352,4805,50,100.0,Generated on 2024-08-19 - CM-Mechanical maintenance
WO-F28E3C76,JOB-20240819-5768,CR114,CM-Electronics,CM Electronics for CR114,Medium,Closed,2024-08-19,2024-09-01,10,9.1,Tech_15,Electronics,1670,4363,70,100.0,Generated on 2024-08-19 - CM-Electronics maintenance
WO-6D9F2471,JOB-20240820-5250,CR121,CM-Electronics,CM Electronics for CR121,Low,On_Hold,2024-08-20,2024-09-18,5,,Tech_4,Electronics,590,1356,50,16.91571749726915,Generated on 2024-08-20 - CM-Electronics maintenance
WO-6552D258,JOB-20240820-3515,CR101,Inspection-A,Inspection A for CR101,Medium,On_Hold,2024-08-20,2024-09-09,6,,Tech_5,Maintenance,894,918,70,17.035268733396734,Generated on 2024-08-20 - Inspection-A maintenance
WO-F7464AE6,JOB-20240820-2264,CR122,Inspection-A,Inspection A for CR122,Low,Closed,2024-08-20,2024-09-30,5,6.4,Tech_22,Maintenance,775,695,50,100.0,Generated on 2024-08-20 - Inspection-A maintenance
WO-DF1BCC76,JOB-20240820-9126,CR106,PM-Bogie,Bogie bearing inspection and lubrication - CR106,High,Closed,2024-08-20,2024-08-25,17,21.8,Tech_23,Mechanical,3043,944,90,100.0,Generated on 2024-08-20 - PM-Bogie maintenance
WO-1B1B29B8,JOB-20240820-6120,CR119,Inspection-A,Inspection A for CR119,Low,Closed,2024-08-20,2024-09-07,4,3.4,Tech_10,Maintenance,604,487,50,100.0,Generated on 2024-08-20 - Inspection-A maintenance
WO-FC3899B8,JOB-20240820-6226,CR122,CM-Mechanical,CM Mechanical for CR122,Low,On_Hold,2024-08-20,2024-09-18,12,,Tech_7,Mechanical,2292,4703,50,15.008383482314688,Generated on 2024-08-20 - CM-Mechanical maintenance
WO-3754250E,JOB-20240820-3077,CR102,PM-Doors,PM Doors for CR102,High,Closed,2024-08-20,2024-08-25,5,4.5,Tech_2,Mechanical,660,639,90,100.0,Generated on 2024-08-20 - PM-Doors maintenance
WO-36AD1748,JOB-20240821-2440,CR114,Inspection-C,Inspection C for CR114,Low,Closed,2024-08-21,2024-09-10,25,26.1,Tech_5,Maintenance,2975,758,50,100.0,Generated on 2024-08-21 - Inspection-C maintenance
WO-70CFEBAB,JOB-20240821-2478,CR110,Seasonal-Maintenance,Seasonal Maintenance for CR110,High,Closed,2024-08-21,2024-08-25,31,36.0,Tech_8,Maintenance,5704,228,90,100.0,Generated on 2024-08-21 - Seasonal-Maintenance maintenance
WO-3FD1D26E,JOB-20240821-4264,CR104,CM-Electrical,Electrical system corrective maintenance - CR104,Low,Closed,2024-08-21,2024-09-11,14,15.4,Tech_29,Electrical,2562,3568,50,100.0,Generated on 2024-08-21 - CM-Electrical maintenance
WO-59B9C15E,JOB-20240821-5420,CR111,CM-Mechanical,CM Mechanical for CR111,Low,Closed,2024-08-21,2024-09-28,5,4.5,Tech_27,Mechanical,920,2183,50,100.0,Generated on 2024-08-21 - CM-Mechanical maintenance
WO-821243D0,JOB-20240821-5974,CR109,PM-Bogie,Scheduled bogie maintenance for CR109,High,Closed,2024-08-21,2024-08-25,12,14.5,Tech_29,Mechanical,1776,736,90,100.0,Generated on 2024-08-21 - PM-Bogie maintenance
WO-A9DD29AD,JOB-20240821-7500,CR106,Seasonal-Maintenance,Seasonal Maintenance for CR106,Medium,On_Hold,2024-08-21,2024-09-06,39,,Tech_23,Maintenance,6006,404,70,14.479105662243343,Generated on 2024-08-21 - Seasonal-Maintenance maintenance
WO-970AC3CC,JOB-20240822-9380,CR123,PM-Doors,PM Doors for CR123,High,Closed,2024-08-22,2024-08-28,6,5.6,Tech_10,Mechanical,732,192,90,100.0,Generated on 2024-08-22 - PM-Doors maintenance
WO-01D0640C,JOB-20240822-1466,CR112,Seasonal-Maintenance,Seasonal Maintenance for CR112,Low,Cancelled,2024-08-22,2024-09-23,27,,Tech_6,Maintenance,4725,408,50,0.0,Generated on 2024-08-22 - Seasonal-Maintenance maintenance
WO-6FB8A49F,JOB-20240822-2707,CR118,Inspection-C,Inspection C for CR118,Low,On_Hold,2024-08-22,2024-09-16,18,,Tech_12,Maintenance,1350,300,50,10.77405887383857,Generated on 2024-08-22 - Inspection-C maintenance
WO-6D69DBD7,JOB-20240822-9908,CR117,PM-Traction,PM Traction for CR117,Low,On_Hold,2024-08-22,2024-10-05,10,,Tech_14,Electrical,1670,896,50,13.683536981705782,Generated on 2024-08-22 - PM-Traction maintenance
WO-1E9BFC4D,JOB-20240822-3647,CR114,PM-HVAC,PM HVAC for CR114,Low,On_Hold,2024-08-22,2024-09-12,7,,Tech_22,Electrical,1183,851,50,20.050591769531277,Generated on 2024-08-22 - PM-HVAC maintenance
WO-38D52D26,JOB-20240822-1856,CR119,CM-Electronics,CM Electronics for CR119,Critical,Closed,2024-08-22,2024-08-24,8,7.4,Tech_30,Electronics,912,4332,100,100.0,Generated on 2024-08-22 - CM-Electronics maintenance
WO-85538769,JOB-20240823-9731,CR121,Compliance-Check,Compliance Check for CR121,Low,Cancelled,2024-08-23,2024-10-02,3,,Tech_28,Quality_Assurance,294,132,50,0.0,Generated on 2024-08-23 - Compliance-Check maintenance
WO-18C25A58,JOB-20240823-9611,CR124,PM-Traction,PM Traction for CR124,High,Closed,2024-08-23,2024-08-30,22,23.8,Tech_13,Electrical,3190,749,90,100.0,Generated on 2024-08-23 - PM-Traction maintenance
WO-CB572DA8,JOB-20240823-7000,CR118,CM-Electronics,CM Electronics for CR118,Medium,On_Hold,2024-08-23,2024-09-09,8,,Tech_9,Electronics,1024,4142,70,26.87772544142708,Generated on 2024-08-23 - CM-Electronics maintenance
WO-AB3AB204,JOB-20240823-4335,CR115,Inspection-A,Inspection A for CR115,Medium,Closed,2024-08-23,2024-09-05,7,8.6,Tech_10,Maintenance,686,300,70,100.0,Generated on 2024-08-23 - Inspection-A maintenance
WO-12A9196B,JOB-20240823-6046,CR119,CM-Electrical,Electrical system corrective maintenance - CR119,High,Closed,2024-08-23,2024-08-29,17,22.0,Tech_5,Electrical,2924,1487,90,100.0,Generated on 2024-08-23 - CM-Electrical maintenance
WO-BAA393A8,JOB-20240823-5426,CR109,CM-Electronics,CM Electronics for CR109,Low,On_Hold,2024-08-23,2024-09-14,7,,Tech_1,Electronics,791,668,50,24.890110371257084,Generated on 2024-08-23 - CM-Electronics maintenance
WO-E4E4E396,JOB-20240824-5452,CR115,Inspection-A,Inspection A for CR115,Medium,On_Hold,2024-08-24,2024-09-06,8,,Tech_7,Maintenance,1128,574,70,22.174403041445526,Generated on 2024-08-24 - Inspection-A maintenance
WO-FCFE9688,JOB-20240824-6428,CR108,PM-Traction,PM Traction for CR108,Low,On_Hold,2024-08-24,2024-09-27,13,,Tech_27,Electrical,1014,836,50,15.236100252760792,Generated on 2024-08-24 - PM-Traction maintenance
WO-C3440C02,JOB-20240824-1037,CR111,CM-Electrical,Electrical system corrective maintenance - CR111,High,Closed,2024-08-24,2024-08-30,14,17.2,Tech_12,Electrical,2562,3598,90,100.0,Generated on 2024-08-24 - CM-Electrical maintenance
WO-9E76A919,JOB-20240825-8440,CR114,Seasonal-Maintenance,Seasonal Maintenance for CR114,Medium,Closed,2024-08-25,2024-09-03,28,33.4,Tech_20,Maintenance,5404,888,70,100.0,Generated on 2024-08-25 - Seasonal-Maintenance maintenance
WO-A233DD89,JOB-20240825-2677,CR106,CM-Electrical,Electrical system corrective maintenance - CR106,Medium,On_Hold,2024-08-25,2024-09-03,20,,Tech_4,Electrical,1620,640,70,22.943029461317064,Generated on 2024-08-25 - CM-Electrical maintenance
WO-17DBE2F9,JOB-20240825-5556,CR101,Inspection-C,Inspection C for CR101,Low,On_Hold,2024-08-25,2024-09-13,18,,Tech_15,Maintenance,3294,111,50,24.936090716451407,Generated on 2024-08-25 - Inspection-C maintenance
WO-47BDB565,JOB-20240826-6744,CR102,Inspection-B,Inspection B for CR102,Low,On_Hold,2024-08-26,2024-09-14,15,,Tech_24,Maintenance,2640,452,50,25.2393929874228,Generated on 2024-08-26 - Inspection-B maintenance
WO-B720C537,JOB-20240826-8756,CR114,CM-Mechanical,CM Mechanical for CR114,Medium,On_Hold,2024-08-26,2024-09-08,10,,Tech_26,Mechanical,1470,3762,70,23.164872108526644,Generated on 2024-08-26 - CM-Mechanical maintenance
WO-AAA54729,JOB-20240826-9572,CR112,Inspection-C,Inspection C for CR112,Low,On_Hold,2024-08-26,2024-10-10,23,,Tech_2,Maintenance,3220,998,50,29.173700321053072,Generated on 2024-08-26 - Inspection-C maintenance
WO-E5947968,JOB-20240826-3031,CR107,CM-Electronics,CM Electronics for CR107,Medium,On_Hold,2024-08-26,2024-09-13,9,,Tech_22,Electronics,1062,4964,70,22.103501884330193,Generated on 2024-08-26 - CM-Electronics maintenance
WO-EF3F329A,JOB-20240826-1470,CR103,CM-Electrical,Power supply issue resolution - CR103,Medium,On_Hold,2024-08-26,2024-09-16,6,,Tech_10,Electrical,798,1525,70,20.36743005217989,Generated on 2024-08-26 - CM-Electrical maintenance
WO-7A4A2889,JOB-20240827-6473,CR114,PM-HVAC,PM HVAC for CR114,Low,Cancelled,2024-08-27,2024-10-02,9,,Tech_2,Electrical,1251,280,50,0.0,Generated on 2024-08-27 - PM-HVAC maintenance
WO-C57FFCAB,JOB-20240827-5531,CR121,Seasonal-Maintenance,Seasonal Maintenance for CR121,Medium,On_Hold,2024-08-27,2024-09-09,28,,Tech_28,Maintenance,2436,998,70,23.88496299605901,Generated on 2024-08-27 - Seasonal-Maintenance maintenance
WO-A98DCBE5,JOB-20240827-4708,CR112,PM-HVAC,PM HVAC for CR112,Low,Cancelled,2024-08-27,2024-09-18,6,,Tech_4,Electrical,522,637,50,0.0,Generated on 2024-08-27 - PM-HVAC maintenance
WO-6EBF2763,JOB-20240828-7951,CR101,Emergency-Repair,Urgent maintenance intervention - CR101,Medium,Closed,2024-08-28,2024-09-05,10,10.0,Tech_23,Emergency_Response,1390,877,70,100.0,Generated on 2024-08-28 - Emergency-Repair maintenance
WO-2B442252,JOB-20240828-6871,CR112,PM-HVAC,PM HVAC for CR112,Low,Cancelled,2024-08-28,2024-09-28,9,,Tech_15,Electrical,774,210,50,0.0,Generated on 2024-08-28 - PM-HVAC maintenance
WO-3D10967A,JOB-20240828-5696,CR101,PM-Brake,Brake system preventive maintenance - CR101,Low,On_Hold,2024-08-28,2024-09-26,6,,Tech_18,Mechanical,1110,303,50,27.522789828923916,Generated on 2024-08-28 - PM-Brake maintenance
WO-2D0FF928,JOB-20240829-4812,CR107,PM-Brake,Brake system preventive maintenance - CR107,High,Closed,2024-08-29,2024-09-04,6,5.4,Tech_8,Mechanical,984,130,90,100.0,Generated on 2024-08-29 - PM-Brake maintenance
WO-974BF58C,JOB-20240829-7610,CR108,Inspection-C,Inspection C for CR108,Medium,Closed,2024-08-29,2024-09-18,31,30.9,Tech_4,Maintenance,4371,374,70,100.0,Generated on 2024-08-29 - Inspection-C maintenance
WO-BF267D80,JOB-20240829-5431,CR118,Compliance-Check,Compliance Check for CR118,Medium,Closed,2024-08-29,2024-09-09,2,2.0,Tech_30,Quality_Assurance,176,287,70,100.0,Generated on 2024-08-29 - Compliance-Check maintenance
WO-11820B50,JOB-20240830-1050,CR122,CM-Mechanical,CM Mechanical for CR122,Medium,On_Hold,2024-08-30,2024-09-10,10,,Tech_25,Mechanical,1920,4184,70,26.214907684921105,Generated on 2024-08-30 - CM-Mechanical maintenance
WO-5C8E2A98,JOB-20240830-9790,CR107,Seasonal-Maintenance,Seasonal Maintenance for CR107,Low,On_Hold,2024-08-30,2024-10-01,16,,Tech_3,Maintenance,2432,580,50,15.503321055736572,Generated on 2024-08-30 - Seasonal-Maintenance maintenance
WO-12ABDC26,JOB-20240831-3132,CR103,CM-Electronics,CM Electronics for CR103,Low,Cancelled,2024-08-31,2024-10-13,8,,Tech_28,Electronics,1040,531,50,0.0,Generated on 2024-08-31 - CM-Electronics maintenance
WO-34CC82AA,JOB-20240901-7696,CR116,Inspection-A,Inspection A for CR116,Medium,Closed,2024-09-01,2024-09-20,7,6.4,Tech_11,Maintenance,651,257,70,100.0,Generated on 2024-09-01 - Inspection-A maintenance
WO-3055A3AC,JOB-20240901-6035,CR112,Emergency-Repair,Urgent maintenance intervention - CR112,Medium,On_Hold,2024-09-01,2024-09-10,6,,Tech_19,Emergency_Response,846,594,70,28.638120367564994,Generated on 2024-09-01 - Emergency-Repair maintenance
